product_id,product_name,category,sub_category,supplier_name,defect_flag
7274,AmeT   ,OfFIcE  ,sofa   ,"Menon, Gopal and Shetty",1
7328,mINiMa ,OUtdooR,TaBle  ,"Gopal, Borah and Dash",
1456,CulPA  ,OfFICE   ,DesK ,Nori PLC,0
4281,QuI ,kitChen,sOFA  ,Bobal-Tak,1
7548,DOlorEM  ,KITchen ,SOfa ,"Balan, Barman and Dass",0
4778,ID  ,OUtDOOR,CHAiR,Mani-Chander,
6510,aRCHItEcto  ,kiTChEn,sofA  ,Nazareth Group,Y
7953,mOdi ,OutDOOR  ,chAiR   ,Agate-Sunder,1
9498,posSIMUs,home  ,SkFa  ,Gara-Malhotra,1
2545,Cum,oFFICE   ,soFa   ,Vyas-Venkatesh,0
7657,exerCiTATIOneM,HOME  ,DeSK,"Mahajan, Mani and Dhawan",
6592,sUNT   ,outdOoR   ,CHAIR,"Savant, Bahl and Deshmukh",
3332,CORPORIs ,hOMe ,lfMP ,Parikh PLC,N
9791,MaxIMe ,oUtDOOR  ,laMp  ,Chaudhary-Master,
5112,Magnam   ,kiTCHeN ,ChAIR ,"Krishnan, Dash and Rout",1
5116,saEpe   ,oFfiCe ,lAMP ,Doshi Ltd,0
9126,tEmPoRA   ,oUtDOor   ,thBLe   ,Prashad-Gera,N
4599,oDiT  ,HomE,DeSk  ,Baria Inc,Y
4733,DOloREs ,oUtdooR   ,sOFa ,Raju PLC,0
6855,Iure   ,kiTchEn,beD  ,Gandhi and Sons,
1548,ofFiCIA ,OutdOOR,cHAiR,"Naik, Zacharia and Rastogi",N
7002,REPUdIANDAe   ,KItchEN  ,SOFA  ,Comar-Majumdar,0
9948,dOlORIBus  ,HOME,LAMp ,Mishra LLC,
3285,tOtAm   ,oftdoOr  ,bED ,"Pradhan, Goyal and Varma",N
1689,RepReHeNDERiT ,KItCHEn  ,lAMP  ,Seth-Patla,1
3867,vOlUPtatibUs   ,oFfice   ,Bed  ,"Kari, Narayan and Vala",1
4082,ReCUsANDAe  ,oUTdOOR  ,DesK  ,"Bhatt, Randhawa and Walla",1
2922,mAiOres,hOMe,BeD,"Datta, Rajagopal and Sharaf",0
7720,dolORUM ,oFFiCe   ,sOFa ,Peri-Andra,
7805,CoRpORIs ,ouTdoOR ,cHaIr   ,Pant PLC,0
3584,DocIMuS   ,outDooR  ,laMP,"Ramaswamy, Mander and Master",0
9508,nOstRum,oFFiCE   ,SOfA  ,"Naidu, Pai and Lad",0
6123,NjbIS ,HsmE,LaMp,"Lad, Patla and Mandal",1
4371,QuidEm,KITchEn,DpSK,"Manne, Kapadia and Soni",
1440,eveNIEt,OFfIce  ,ChaiR   ,"Sankar, De and Khosla",0
7894,adt,hOMe ,lAmP,Dora-Ratta,Y
4830,dELECtus   ,KiTCHen ,tabLE,"Kadakia, Ganesh and Dayal",
7092,DElenItI ,opFicE  ,DEsK ,Agrawal LLC,0
5683,vuLuPtATES   ,HoMe ,TAbLE ,"Shetty, Sodhi and Mani",Y
2331,delEcTUS   ,HomE   ,Sqfa  ,Jha-Lata,0
8825,qUOd,officE,lAMp  ,Kant PLC,Y
4662,CupIDItatE   ,hoME  ,bED   ,Grewal LLC,1
4678,NON,OFfICe,chaiR   ,"Bora, Mistry and Dyal",
6107,NisI ,OUTDOOr,deSK   ,"Sane, Bir and Wason",N
8530,vOlUPTas,oUtDooR,taBLe  ,Bhatti Group,0
6359,NktUS   ,kiTChEN ,laMP  ,"Mann, Sridhar and Thaman",0
8863,EveNIET   ,hOme   ,laMP  ,"Ahuja, Bhattacharyya and Savant",0
5831,perFErendIS   ,Home ,dEsk   ,Bhatnagar-Patil,1
8790,errOr,Hdme  ,lamP ,Jhaveri PLC,N
8979,ERror  ,ouTDOOr ,bEd   ,Kant-More,1
1869,nbmQUam,kitCHen   ,soFa   ,Panchal-Sarin,0
6121,set,HOmE,tAbLe,Palan Group,
8154,lIBEro ,OFfICe  ,chAIr   ,Kapur-Bail,0
6135,voLUptAtibUs,OuTDooR   ,lamP,Swaminathan-Kanda,
6362,TemPorIbuS ,kITcHEN,TaBLE,Chanda PLC,N
1676,quaM ,OUtDOOr,bED  ,Gulati PLC,1
2079,sEd,oUTDOOr,SOfA   ,"Bala, Goswami and Gala",
1042,ArcHiTECTo,KiTChEn   ,buD  ,"Prabhakar, Bakshi and Ramakrishnan",
8690,cOrpoRIS  ,kitcHEn  ,tAblE  ,Ghosh-Deep,Y
9215,In,hoMe   ,SofA   ,Magar-Bath,1
9430,HxRum   ,OUtdOOR   ,DESK  ,Mukhopadhyay and Sons,1
1542,CoNsEquatuR   ,HOME,clAIR  ,Sule-Roy,
2876,Nostrum   ,OnTdoOr   ,sofa ,Nagarajan-Gulati,
3980,NulLA ,OFfICe ,LtMP  ,"Peri, Contractor and Mahajan",1
1886,Ec   ,offiCe   ,taBle,"Borah, Choudhury and Bhattacharyya",Y
3478,nisi,OfFICE ,ChAIr  ,"Rajagopalan, Subramaniam and Saha",N
8726,APeriAM  ,HomE   ,sOfa  ,Sheth and Sons,
4440,ExPlIcAbo ,OUTDoOR  ,DESk  ,Thakkar PLC,
9291,vOlUPtatuM ,oUTdOOr   ,sOfa ,Varghese-Dhillon,N
6456,eiUs  ,OutDoor   ,TrBle ,Raman-Narasimhan,Y
4825,dolOREm,homE ,SOFa,Dugal-Ben,
7640,OmNIS ,OfFicE,bED ,"Bava, Basak and Varty",N
5115,SUsciPIT  ,OfFICe,CHaiR,Chand-Kapadia,Y
2741,ERROr   ,KitCHeN ,DeSK  ,Kulkarni-Goel,0
6423,DELeNiTI ,KqtCHEn  ,laMP   ,"Balan, Karpe and Nagi",
7163,Iure  ,hmME ,Bed ,Naidu LLC,Y
1221,mAioRes  ,OFFIcE   ,desk  ,Mann-Swamy,1
8993,voLUPtatIbus,offIce ,LAmp ,"Menon, Chokshi and Buch",1
1211,nam   ,ozfIcE   ,dESk   ,Hegde Inc,1
7082,DisTINctIo  ,ouTDOoR,TablE,"Ganesan, Lall and Rana",
2252,dELECtus  ,hOMe ,CHAIR,"Dayal, Sem and Chandran",
3017,NdSTrUm,KitChEn,lamP ,Wadhwa-Dutta,Y
9535,dicta   ,OrfiCE  ,soFa ,Tripathi Group,0
4455,mINima  ,OUtDoOR ,TbbLe,"Gala, Sarin and Korpal",1
3931,TeMporIBUS   ,offIcE   ,deSK   ,Dhingra-Brahmbhatt,
8586,vOlUptates  ,oUtdoOr ,CHaIR ,"Chaudhary, Badal and Sagar",Y
2694,TeMpoRe   ,kItcHEN  ,CHaIR,"Sunder, Srinivasan and Kunda",
3524,EAqUE,Outdoor,bEd ,Narayan-Chada,1
2637,lAbore   ,OfFIce,SOFa ,Gaba and Sons,
5139,VeRO   ,ofFicE   ,Chair ,Sibal-Sodhi,Y
5526,aSpeRiORes,oFfiCE   ,DqSK ,Naik PLC,0
6396,cORruPTI   ,owFiCe ,BeD,Sha-Kala,0
8087,NyCesSitaTiBUS,OFfICe  ,cHAIR,Pall Ltd,N
8355,fUga  ,kITcHeN,LAmp ,Bawa-Lanka,0
2422,minImA  ,kitchEN   ,DESk,Vaidya-Dutta,N
3920,maIOrES ,kItcHen ,Bed,Mital Inc,N
2068,iNCIdunt,kitchEN   ,lAMP ,Sahni-Saha,0
2500,voLUpTATiBus ,hhME,SOFa,"Lad, Ramaswamy and Sidhu",N
3820,MaIores ,oUTdOor   ,lamp,Wali-Aggarwal,Y
7702,acCUsamuS   ,HomE   ,Bed ,"Sankar, Pandey and Devi",
2574,arCHItectO   ,homE,LamP  ,Lal Inc,
2275,QaAS  ,kiTChen  ,dESK  ,Sachdev and Sons,0
9113,AUTEM  ,OuTDoOr ,bEd,Lala-Murty,
7779,SeqUi  ,oUtDOoR,BEd  ,Kala PLC,
7280,eaqUE   ,HOME   ,bEd ,Bumb Ltd,
3089,quAeRAT   ,KiTcHen  ,tAblE ,Kari-Radhakrishnan,0
2652,MaXIme,ozTdoor   ,TabLE   ,Mitter PLC,1
7250,sUSCipIt   ,OfficE ,SOFA,"Raja, Mitra and Dash",
5030,vOlUpTAtEm,HtMe ,ChaIR   ,Andra-Gola,N
6323,ezCeptURi  ,homE  ,ChaiR  ,"Dewan, Banerjee and Agate",1
7863,VeliT  ,oFfiCE   ,soFA  ,Bajwa-Sant,0
6125,PjrfeReNdIs ,kItchEn  ,desK  ,Ratti-Ramaswamy,
7812,EnIGeNdi  ,KiTcHEn ,TAble,Palla-Madan,Y
2154,NUlLA,office  ,SoFA  ,Kaur PLC,
1315,RciCiENdis   ,Home   ,DEsk,"Bahl, Pradhan and Shankar",
7282,asperNATUR ,OfFiCE   ,cHAiR ,Balakrishnan-Merchant,Y
6906,NEceSSitAtIbUS  ,oUTdOor ,cHair  ,Lall Group,
2870,vOlUptas ,KitCHen,Sofa  ,Gour-Babu,1
5800,laBorUm  ,oFfIcE,ceair,Joshi-Sheth,
5759,uT,oFFice,TabLE  ,Buch and Sons,
1944,aTque  ,kitchen   ,BED,"Grover, Rege and Sant",0
1371,ea  ,oUTDOor  ,LaMP  ,Upadhyay-Master,1
1557,elIGendi,OFfICE ,BED   ,Rastogi-Chatterjee,
4090,CbNSeQUuNtuR  ,OuTDOoR  ,dEsk ,Vohra-Menon,
6616,repEllAT  ,OUTDOor ,sOfa   ,Ravi and Sons,Y
9643,doLOR,oFFICe,DESk,Ahluwalia Ltd,N
6604,EST,Home   ,TAblE  ,"Shanker, Kota and Manda",0
5383,rEm ,HOMe,BeD,Roy PLC,0
4424,MaiOreS ,ouTdOoR  ,BeD  ,Sahni Group,
6472,QuIbuSDaM ,HoME   ,lamP,"Naik, Chaudry and Dhingra",
1972,uLlAM,OFfIce   ,LamP,Madan-Chhabra,1
1973,oMnIS  ,home  ,laMP,Goda and Sons,
9972,quISQUAM   ,OFfICe   ,Bed   ,Bobal-Raja,0
6439,OffIcIis ,offICE  ,lrmP,"Chad, Divan and Vaidya",0
4556,ALiqUId,Office   ,BED ,Memon LLC,
7829,CUlPa ,hoMe   ,DeSK  ,"Roy, Deshmukh and Saran",1
5947,ImPeDiT  ,ouTDoOr   ,tAbLE ,Balan-Talwar,N
5413,VENIam   ,oUTdoOR   ,desK,Radhakrishnan PLC,N
5414,ILluM  ,OUTdOOr ,DesK ,Subramanian and Sons,N
5028,dicTA ,hoMe ,sofA ,Mani Ltd,
4823,OptiO  ,KiTCheN ,DeSK ,Deshmukh and Sons,Y
8079,MOLEstiAE,kITcHen   ,Desk ,"Panchal, Behl and Bail",1
4630,REcUsAnDae,HOME  ,Bed  ,"Deol, Murty and Kumar",N
1109,qUibusDAM,OutdOOr ,chaiR  ,Dhillon-Kapadia,
2909,reCUSanDAe   ,KItCHEn ,cHAiR,Kalla-Kohli,1
8271,ExPlIcaBO  ,OFfiCe  ,chaiR,"Kothari, Ratta and Parsa",1
2549,unDE ,kiTCHen  ,TablE  ,Sagar Group,N
3224,iste,ofFIcE  ,ChAiR ,Issac Group,0
5162,iMpedit   ,OffICe  ,TAbLE   ,Sodhi-Chahal,Y
5654,cONSEQUaTUr   ,OUtdOor   ,bED ,Pillay Group,
9056,tEnETUR,oUtDOor   ,bgd,Bail PLC,N
9065,AB  ,OUTDOOR   ,dEsK ,"Vig, Chawla and Ramanathan",0
2424,HIc,kitChEN   ,LAMP   ,Tandon-Gill,0
4946,ad,OetDOor,soFa ,Devan Inc,
5563,apeRiAm   ,OuTDOoR ,bed   ,Tripathi-Kanda,
9040,IMPedit   ,oUTdoor  ,LAMP   ,Patil-Jani,1
6383,ASPErIORES  ,OFfiCe,LaMp  ,Contractor Group,N
9636,dOloruM ,OxFIce   ,TaBLE  ,Master Inc,0
6995,AsPERNatuR ,OffiCE  ,BwD   ,Prashad Group,Y
4598,RepElLAt   ,hoME  ,TABLE  ,Naidu Inc,
1123,sapieNTe ,KiTCHen  ,sOFA   ,Mangal-Bhandari,1
1589,sApIenTE  ,OxfICE   ,bED ,Shukla and Sons,0
7240,Fuga ,KiTCHEn   ,bED ,Kannan Inc,
6052,MolEsTiAS,oUTdoOR ,Desk ,Sane-Ganesan,0
2459,IustO ,OffIce,chair   ,"Sibal, Hayre and Khare",1
9003,odit ,OutDooR   ,SOfa   ,Kothari-Madan,1
1168,DOLoRUm,kitChEn   ,Dcsk   ,Dayal-Amble,0
4940,AMeT,oUTDOor  ,sOFa ,Shah-Vora,
7909,conseqUATur,oatdOor ,lamp,Biswas and Sons,N
8402,sIMIlIQUe   ,KITcheN   ,tABLe ,Basu-Sandal,
5930,DEBITIs,kITCHeN  ,lAMP ,Kashyap-Samra,Y
3234,Ntsi  ,humE   ,DeSk  ,Sengupta PLC,
2625,iPSAM ,ofFIce  ,DeSK,Palan Inc,0
2362,PwRfereNdIs,hOmE   ,lAmP  ,"Chaudhry, Badal and Ghose",N
3220,noSI   ,hOmE   ,Lamp   ,Narayanan PLC,
1210,MAXIme  ,obfIce  ,laMP  ,"Agrawal, Rana and Kapur",0
5104,est   ,OutDOOr,bed  ,Vyas-Walla,
6991,dUCimuS ,ofFiCe  ,ChAir,Radhakrishnan PLC,Y
5732,pRaEsENTiuM,ozTdOOR  ,sOFA ,Mohan PLC,Y
5750,deSErUNt ,ofFice ,sofa ,Malhotra-Barad,1
1941,AliquAM,oFfiCE  ,TABLE ,"Kunda, Balakrishnan and Kapoor",Y
4143,ratioNe,hoMe,chAIr,Saxena-Sule,Y
2541,VOLUptas   ,kITchEn ,DEsk   ,"Nayar, Narang and Nair",1
9083,OfFicia,hoME  ,LAMp,Anand-Sharaf,N
7689,AMet ,kITChEn   ,lamp   ,Buch-Mani,
6687,Eos  ,ouTDOOR  ,BiD   ,Gaba and Sons,N
9141,dICTA  ,OUtDOoR ,LAMP   ,Banik and Sons,1
8133,SOLUtA,OFficE ,LyMP ,Cherian-Narayan,
3915,nostrUm,ofFice   ,sofa,"Dua, Wadhwa and Mann",
3661,IxStO ,kItcheN   ,ttBLE   ,Mammen and Sons,1
5982,elIgENDI   ,hOME ,soFa   ,"Ahluwalia, Kapur and Dhawan",
5792,aniMi ,HOME   ,CHair ,Khalsa Ltd,
8841,INCIduNt ,KiTCHEn  ,CHaIR ,Chandra-Sant,0
5143,SaPIeNTe ,kiTcHEn,sOFa   ,Kanda-Bhasin,
5324,FaCeRe,himE   ,desK,"Kapur, Rajagopal and Cherian",1
8935,PariaTur ,outDOor  ,DgSk ,"Swamy, Kade and Virk",0
1473,OCcaECaTi ,OutdoOR ,lamP  ,"Lanka, Loke and Lal",0
1743,iD ,hOme  ,BEd   ,Nagi LLC,
8837,qUas  ,ouTdOOR ,TABLe   ,"Pingle, Bail and Virk",N
2111,PoSSImUS   ,hOMe  ,tABlE   ,"Kashyap, Kadakia and Datta",
6117,asSUmenda ,OFfiCe ,bED,Kara LLC,
8237,NemO   ,OUtDoor ,soFa  ,Master LLC,Y
1224,VItaE   ,Outdoor   ,LAMp   ,Wali PLC,1
3755,VoLuptATiBUS   ,kITcHEn,Bed   ,Bera-Sarma,1
6779,cuRPOrIS ,orFice  ,SOfa   ,"Hari, Muni and Nadig",1
9039,ALIaS   ,oetDoOr  ,bEd,Vala LLC,0
6744,eaquE  ,kItcHeN ,sOFa   ,Loke-Bahl,
2024,Unde   ,OUTdoOr   ,DEsk ,"Din, Krishnan and Balay",N
9966,SOlUtA  ,oFFICE,lamP   ,"Master, Goda and Prabhakar",0
5918,nAM ,oFficE ,BED ,Jani Inc,Y
8108,im  ,HOME ,SOfA  ,Rastogi PLC,Y
4478,cuLpA   ,kitchEN  ,SOfA  ,Wable-Misra,0
9536,SUScIpIt,HOme   ,TABLE  ,"Cherian, Raghavan and Banik",
4584,PlAcEAT   ,outDOor  ,lAmP  ,Parikh-Bora,N
5387,Ut   ,offICE ,bed,Krishnamurthy PLC,N
2684,MaXIMe  ,HoMe   ,LaMP  ,Swaminathan-Deshmukh,
7612,dclorem,KiTcHen  ,lamP ,Bhakta Inc,N
8509,ad   ,OUtDooR  ,TaBLe ,Narang and Sons,0
3413,RztIoNe ,kITChEn  ,TAble,"Malhotra, Deshpande and Banerjee",
3887,qUiDEm  ,OutdoOR   ,bed   ,Chahal LLC,0
9684,ea ,KiTCHeN  ,tAble,Deol-Kakar,
6746,ADIpiSCi ,ofFiCE,DeSK  ,Oza-Lad,
9260,iTAQue,OffIce,bEd,Agrawal-Yohannan,
5607,Iusto ,Home  ,tablE ,Mittal Group,
4928,VeLIt ,ouTDOoR ,SOFA  ,Jani-Balasubramanian,0
9894,beATAe,krTCHeN ,DesK ,Bajwa-Bhardwaj,
2893,dEbitIS   ,OutDOOR,TabLE   ,Rout-Sachdeva,N
4059,aUTEm,offICE  ,lAmp  ,"Khosla, Chawla and Kala",0
7632,ibRE,kiTCheN ,lAMp   ,Golla-Palan,0
6348,LaUDAntIUm ,OFFiCe ,TABLE,Vasa Ltd,1
2010,aCcUSamuS  ,oFfIcE  ,sbFa   ,"Sharaf, Sekhon and Sahni",
2364,MbLEStiAS ,ouTdoOR  ,SbfA,"Shere, Bava and Dada",N
8782,illum   ,OuTdoor  ,BED,Manne Inc,1
9781,Ipsa  ,kITCHeN ,LamP ,Boase Ltd,
3941,ExPEDITA ,office,LAmp  ,Patla-Dhar,1
1257,bEAtAE ,OUtDoOr   ,thbLE   ,Pau-Chaudhuri,N
3082,sUnT   ,ouTdoOr,beD ,Majumdar-Venkataraman,Y
8349,rePudiaNDae,OFficE,lamP  ,Bera-Sharma,1
2793,nisi   ,offIce   ,Desk  ,Chand Inc,
9743,voLuptAtE   ,hOmE,sofA   ,"Pant, Johal and Rout",N
9148,rem ,KitChEN ,SoFa,"Dixit, Kadakia and Dugar",1
1293,Sit   ,klTCheN   ,soFa ,Sani-Setty,Y
4205,FACERe,offiCE   ,sOfa   ,Bakshi-Chaudhuri,Y
9230,ipSam  ,OutDOOR  ,Lamp ,Raj-Sampath,0
1488,ea   ,oFfIce ,desk   ,"Kapur, Khare and Choudhry",0
5673,sED  ,oFFIcE,SOFa  ,"Sha, Ravel and Sehgal",
5543,PaRIATuR ,ouTdOOR  ,chaIR ,Viswanathan and Sons,N
3074,quoD  ,HOMe,chAiR  ,Saha Inc,N
3756,MaGNi,HoME,CHair,Joshi PLC,Y
5973,TOTam ,hOMe,BED   ,Soman-Loke,N
4757,vuluptaTUM ,OUTdoOR   ,chaIR ,Manne-Pau,0
5641,pasSImUs   ,oFfIcE ,CHaIR  ,Raval PLC,
2243,qUos ,ouTDOoR,DESk ,"Sankaran, Murty and Kala",N
3208,nObIs   ,kqtchen,ldMp  ,Bava LLC,0
8433,cUPiditate   ,hOME ,drsK  ,Mishra Ltd,Y
1384,PosSimUS  ,HomE  ,tabLE ,"Suresh, Char and Sandhu",
7013,aaCUsamUs,outdOor  ,Bed  ,"Dash, Chad and Narasimhan",
7571,sUNT  ,KitChEN ,LAMp ,"Din, Ramakrishnan and Prabhu",N
3488,IllUm ,offIce   ,TABle ,Keer Group,1
4700,NEMO   ,Home,taBlE,Krishna-Naidu,0
5185,veRO   ,OfFiCe,soFa   ,"Naik, Raman and Deshpande",
2021,ASPErioRes ,OfFiCE,CHaIr,"Behl, Balakrishnan and Mahal",
2406,SApIente,OUtDooR,bed  ,"Agrawal, Lal and Gade",1
3061,dOlOribUS  ,OuTDOoR   ,tABle ,Pillai Inc,1
8431,VolUPtatE  ,kITCheN   ,Table,Kapadia-Kata,0
2090,eSSE  ,oFFIce  ,sOFa ,"Sahota, Ratti and Merchant",1
4452,aD ,kiTCHEn ,TaBLe   ,Roy LLC,1
3588,mslEstIAS ,kItChen ,ChaIR  ,Tandon LLC,1
8097,EX  ,OFfiCE   ,sOfA   ,Hari-Jaggi,
5781,ODit,Home   ,sofA,Bhasin-Kale,
9578,aqCUsaNtIum  ,ofFicE  ,chAIr,"Gera, Bhat and Bhattacharyya",
6325,doLOrem,ouTdoOR   ,SoFA   ,Comar-Bhalla,0
2113,natUs ,HomE ,LaMp   ,Sinha-De,Y
9344,NzqUe   ,offICe   ,sOFA,"Narula, Rama and Patel",
5844,rEpELLAt  ,ofFiCE,sffa,Dave PLC,
3483,Tkmpora ,OUtDOOr,TaBle,Rajagopalan-Kaur,Y
3309,AuT ,HomE  ,dESK,Desai-Kota,
7017,CoRruptI  ,HomE ,DesK   ,Dhingra-Contractor,1
4306,ULlaM,OfFice,cHAIr   ,"Mukhopadhyay, Mody and Halder",
6712,TeMpORe ,oFfIcE   ,DwsK  ,"Modi, Sama and Barad",
1125,neque  ,OfFICe   ,table   ,Talwar-Mukhopadhyay,
4173,MOlestIAS   ,KItcHEn ,ChAIr,"Ganesan, Tella and Manne",
6235,tEMpOrE,hOMe   ,tABlE  ,Peri Ltd,
6811,IURe ,kITchEN  ,sOfA,Badal and Sons,0
7174,eOs  ,OutDOOr,CHaIR ,"Kumar, Jhaveri and Dugar",
8410,VOlUPtATeS   ,OfFICe,cHAiR  ,Raju-Chacko,1
9677,QuASI,hOme   ,Lamp   ,Sengupta-Kala,
6535,PAriATur ,kiTCHen,TAble  ,Ganguly Inc,0
7484,AsSUmenDa  ,kItchEN  ,Bed ,Deshmukh-Majumdar,
4163,EVeniEt   ,OfFiCe   ,bEd   ,Sane-Luthra,
5541,Ie  ,ofFIce ,cHAIr ,Arya-Raghavan,Y
1208,ATqUE  ,kitcHeN ,tablE ,"Pant, Ramanathan and Mohan",Y
2308,DOLoREMqUe,kItcHen   ,bED   ,Bath Ltd,
3565,qUIsquAm,KiTCHeN  ,chaIr   ,Sama and Sons,N
8422,FaceRe ,Kitchen ,SoFa ,Bawa and Sons,
3639,oyFICIA ,oUTDoor,soFa,Guha and Sons,N
4908,eAqUE ,hOMe  ,SOfA ,Parmer-Bhakta,1
7672,NuLLA ,HOme,chAiR   ,Konda-Pandey,
3517,VOLUPTATUm  ,kITCHEn  ,CnAiR,Vala PLC,
3889,VoLuPtATEs ,OuTdoOr ,tubLE,Agate-Mall,0
3341,dIcta ,hoMe  ,CHAIr ,"Bhagat, Loke and Nadkarni",
6599,OPTio ,kITcheN  ,CHAiR  ,Das-Hayer,1
5791,AlIAs  ,OUTdoor  ,DeSK   ,"Andra, Saha and Shetty",1
5191,MOLesTiAS,KItChEn  ,deSk  ,"Kara, Devi and Divan",1
2573,omnis,KItcHeN ,bed,"Sharma, Kibe and Bhatnagar",
7236,nEQuE,OFfICE,DesK   ,"Karnik, Manda and Bal",1
2247,iNcidUnt,OyfIce,beD,"Varughese, Pillai and Pall",N
4761,verO   ,oUtDoor ,beD  ,Rege PLC,N
2594,Numquam  ,oFFIcE,cHaIr ,Mutti-Soman,1
3045,opTio,ofFice  ,tABlE   ,"Dewan, Bhakta and Natt",N
1903,AssuMEnda   ,HoMe  ,ChaIR  ,"Sengupta, Sharma and Baral",
8595,iPSA,hOME,CHair   ,"Biswas, Dutt and Mane",N
6492,iusto  ,kITcHeN,cHaIR  ,Varghese PLC,
3237,MOleStiaS  ,OffiCe   ,deSK   ,Dalal Group,1
5344,A ,oFfiCe ,laMp ,"Magar, Vaidya and Nadig",0
9116,delEctUS   ,oUtDoor   ,bEd ,"Buch, Kashyap and Maharaj",Y
1622,rEM,HOME   ,lAMp  ,Buch Group,1
3162,PeRSpiCiATis,oUTDOor   ,SoFA   ,"Nagar, Dasgupta and Gade",Y
7845,AUtem ,KiTCHEN  ,BED,"Nair, Palan and Choudhary",
3520,tgMPOribUs ,offiCe ,cgaIr   ,"Mohanty, Prakash and Ram",Y
5938,ASPerNaTUR ,hOMe,CHAIr ,Comar-Prabhakar,
8551,cUlPa   ,homE ,CHair   ,Dar-Bassi,
9813,nEquE ,OfFICE,DiSk ,Dyal-Swaminathan,
2236,ProvIDenT ,hoMe   ,deSK,"Dugal, Memon and Oak",Y
4531,QuisqUam,HOME ,Bed ,Batra Group,
7962,dOLORUm,OuTdOor,Llmp ,Mitra Group,0
9305,fuGIat ,HOme,bed   ,Chahal-Buch,1
7651,CUPIDITatE  ,HOme,Lamp   ,Samra-Chawla,1
9234,BeATaE   ,HoMe,soFA  ,Murthy Group,
7740,oDiO ,OfFiCe ,TABlE,"Suresh, Rastogi and Sandal",
6120,asPernATUr,offICe   ,bED  ,"Bala, Palla and Barad",N
2313,ReprEHEndeRIT  ,kItchEN  ,bed   ,"Sant, Contractor and Bala",N
1926,mAxIme,HOME   ,chAIr,Sunder-Kara,N
2957,DebiTIs,kiTCHEn   ,beD   ,"Naidu, Nayak and Rout",1
2738,hIC   ,hOME,bed,Buch-Pant,1
7131,SuSCipIT   ,outdoOR  ,Sofa ,Bhargava Ltd,0
3216,reRum  ,KItCHeN ,Bed   ,Taneja-Anand,N
5769,EST,OFFIcE ,TAbLE  ,Nagarajan LLC,Y
1977,AmEt ,kiTChEn,soFa   ,Batra Group,
3772,RePUDianDAE   ,KitcHen ,CHaiR   ,Chadha Inc,0
3425,iLlO ,kITcHEn  ,dEsk ,Behl-Saxena,N
9984,aSpeRNAtuR   ,oufICE  ,taBlE ,Chander Inc,
4010,cUlPA   ,kItChen,ChaIR,"Verma, Zacharia and Krishna",
5801,eA,HomE,sOfA ,"Pai, Sangha and Chaudhry",0
8500,vEro,oFFicE   ,deSk   ,"Dixit, Talwar and Murty",
8564,NEcEssiTaTIbUs ,OFfIce ,chaiR   ,Deol-Iyengar,Y
9661,CONsEquAtur,hOME,SOfa  ,"Dugal, Bedi and Vala",
6914,ACCusANTIuM   ,OFFice  ,table,Nair-Behl,0
3762,acCusAmUs,KITCHEn   ,desk ,"Pant, Murthy and Brahmbhatt",N
3321,archITecto   ,KiTchEN   ,bED   ,Dugal Ltd,1
9153,pOrro,HOmE,LAmp  ,"Ravi, Char and Edwin",1
3958,iPsam   ,KitcHEn ,chaIR ,"Rau, Munshi and Varma",1
4333,NeceSSiTatibus ,oFFiCE ,dEsk,"Varghese, Pillai and Deshpande",
9146,diCTa  ,KitCHeN   ,laMP  ,Memon Group,N
6230,QuAM ,HOME   ,TqbLe,"Anne, Nigam and Apte",N
2469,TEMPORIbUs,OUtdoOR ,sOfA ,Ramakrishnan-Shere,N
4038,eaQuE,oUTdOoR,DESK  ,Mittal-Bawa,0
6730,VERO   ,OutDoOR   ,deSk ,Dalal-Parikh,
5145,RecuSAndAe,kITcheN ,lAmP  ,Tak Inc,
5595,sit  ,OffICe,DeSK   ,Nazareth LLC,1
2081,vOLUpTaTIbUS,outDoor  ,bED   ,"Madan, Barad and Parmer",Y
2359,EVENIEt,kktCHEn ,BED   ,Mittal-Sankaran,N
9256,conseCtetur   ,oUtDOOR,BeD ,Kar-Boase,1
6079,A   ,kitcHeN   ,TaBLe ,"Kapadia, Chaudry and Swaminathan",N
7496,tOtam  ,KiTChen  ,lAmP   ,Baria Inc,
6545,SINt ,HoMe ,lAmP   ,"Mani, Hayer and Gour",0
6649,neque ,OuTDoOR   ,DeSk   ,Ramesh-Kata,N
1878,RePrEHEnDERIt   ,ofFiCe   ,cHAiR   ,"Sami, Sethi and Sekhon",Y
8223,nAM,oUtDooR  ,chaIr ,Chandra Group,
7509,ULLAm ,kItCheN ,beD  ,Golla Group,Y
1561,PRaEsenTIum,kitchen ,BED   ,"Kashyap, Saini and Patil",0
5699,INvEntORe ,kitcHEn,beD,Kapadia-Deep,N
2643,rem   ,outdoOr,lAmp  ,Mandal-Doshi,N
7058,mINiMa,oFfICE  ,thbLe,"Lad, Hans and Manda",
1463,eX  ,HoMe   ,saFA   ,Varkey Group,
2897,lAborUm   ,KyTChEn  ,LAmP   ,Lala-Sehgal,N
3499,oDio,onTdOOr ,BEd ,"Balan, Merchant and Kothari",Y
3747,A,HoME   ,lrMp   ,"Vig, Chowdhury and Subramanian",Y
4710,Hic,ouTDOoR  ,TabLe  ,"Sibal, Tara and Mani",N
2461,vOlUptatE,oFfIce  ,lamp  ,"Khatri, Barad and Choudhary",1
