product_key,product_id,product_name,category,sub_category,supplier_name,defect_flag
944,1943,Nisi,Outdoor,Unknown,Kala Thaker,No
945,1944,Atque,Kitchen,Bed,"Grover, Rege And Sant",No
946,1945,Dolorum,Outdoor,Sofa,Arya Inc,Yes
947,1946,Dolor,Home,Sofa,Mahal Chaudry,Unknown
948,1947,Valit,Home,Lamp,Deo Edwin,Yes
949,1948,Provident,Home,Table,"Kapoor, Dutta And Sami",Yes
950,1949,Impedit,Outdoor,Desk,Chatterjee And Sons,No
951,1950,Iusto,Unknown,Table,Chauhan Ltd,No
952,1951,Quos,Outdoor,Bed,Acharya Inc,Yes
953,1952,Esse,Home,Desk,Biswas Nagar,Yes
954,1953,Nisi,Home,Desk,"Nagy, Anne And Ramaswamy",Yes
955,1954,Deserunt,Outdoor,Lamp,Das Llc,Yes
956,1955,Nobis,Office,Lamp,Chandra Behl,Yes
957,1956,Officiis,Home,Chair,"Narula, Comar And Tiwari",Yes
958,1957,Optio,Outdoor,Bed,Raval And Sons,Yes
959,1958,Quisquam,Home,Table,"Wadhwa, Chokshi And Minhas",Unknown
960,1959,Explicabo,Kitchen,Lamp,Lata Llc,No
961,1960,Nemo,Kitchen,Lamp,"Oommen, Deo And Basu",No
962,1961,Ekpedita,Outdoor,Unknown,"Karnik, Bhalla And Sarna",Unknown
963,1962,Ebror,Outdoor,Desk,"Sarma, Gara And Menon",No
964,1963,Sint,Kitchen,Lamp,Rama Plc,Yes
965,1964,Id,Home,Table,"Pathak, Johal And Sarkar",No
966,1965,Cyrrupti,Kitchen,Lamp,"Nagarajan, Srinivas And Pillay",No
967,1966,Recusandae,Home,Chair,"Sood, Iyer And Baria",Unknown
968,1967,Quaerat,Office,Sofa,"Bains, More And Thaman",Yes
969,1968,Cdlpa,Unknown,Bed,Sem Ltd,Yes
970,1969,Rhpellat,Kitchen,Desk,"Kala, Wadhwa And Sabharwal",No
971,1970,Scpiente,Office,Lamp,Gill Iyer,Unknown
972,1971,Natus,Office,Lamp,Kota Yogi,Yes
973,1972,Ullam,Office,Lamp,Madan Chhabra,Yes
974,1973,Omnis,Home,Lamp,Goda And Sons,Unknown
975,1974,Iblo,Kitchen,Unknown,Gaba Kalla,Yes
976,1975,Animi,Outdoor,Chair,Sen Ltd,Unknown
977,1976,Illum,Unknown,Unknown,Prabhu Dass,Unknown
978,1977,Amet,Kitchen,Sofa,Batra Group,Unknown
979,1978,Eveniet,Unknown,Lamp,Kuruvilla Group,No
980,1979,Quo,Office,Chair,Sur Group,Unknown
981,1980,Dignissimos,Kitchen,Table,Memon Ltd,No
982,1981,Facere,Outdoor,Bed,"Dhar, Nazareth And Bains",No
983,1982,Voluptates,Kitchen,Chair,"Borah, Anne And Bumb",Unknown
984,1983,Dolore,Office,Table,Rama Dara,No
985,1984,Fugit,Outdoor,Desk,"Vig, Luthra And Sachar",Unknown
986,1985,Saepe,Office,Unknown,"Upadhyay, Viswanathan And Brahmbhatt",Unknown
987,1986,Non,Office,Chair,Thaker Subramaniam,Unknown
988,1987,Magnam,Kitchen,Bed,Barman Dayal,No
989,1988,Aperiam,Kitchen,Table,Shanker Shah,Unknown
990,1989,Exercitationem,Home,Bed,Talwar Grewal,Unknown
991,1990,Tempore,Outdoor,Unknown,Buch Agate,Yes
992,1991,Reprehenderit,Home,Desk,"Dewan, Deshpande And Apte",Yes
993,1992,Minima,Outdoor,Bed,Naidu Seth,Yes
994,1993,Doloribus,Office,Chair,Sur And Sons,Yes
995,1994,Repellendus,Unknown,Sofa,Shan Jani,Unknown
996,1995,Autem,Office,Table,"Kannan, Salvi And Bhasin",Unknown
997,1996,Nisi,Unknown,Chair,Parsa Viswanathan,No
998,1997,Cumque,Home,Lamp,"Bhasin, Bajaj And Ghosh",Yes
999,1998,Qui,Office,Sofa,"Patla, Chadha And Nanda",No
1000,1999,Aperiam,Home,Table,Rajagopal Plc,Yes
1001,2000,Nzque,Home,Desk,Kari Llc,Yes
1002,2001,Tempora,Office,Chair,"Borde, Bumb And Mane",No
1003,2002,Corrupti,Kitchen,Lamp,Tella Gera,Yes
1004,2003,Iste,Outdoor,Desk,"Loke, Mody And Sood",No
1005,2004,Aw,Office,Chair,Sodhi Halder,Yes
1006,2005,Placeat,Office,Chair,Modi And Sons,No
1007,2006,Fugiat,Home,Table,Parsa Deo,Yes
1008,2007,Suscipit,Kitchen,Table,Butala Bansal,Yes
1009,2008,Ipsum,Office,Chair,Mishra Bajaj,Yes
1010,2009,Sint,Office,Desk,"Dyal, Nayar And Aggarwal",Unknown
1011,2010,Accusamus,Office,Sofa,"Sharaf, Sekhon And Sahni",Unknown
1012,2011,Nosciunt,Kitchen,Sofa,Kota Group,Yes
1013,2012,Voluptatum,Outdoor,Desk,"Warrior, Khanna And Dhaliwal",Unknown
1014,2013,Culpa,Kitchen,Desk,Virk Upadhyay,No
1015,2014,Sapiente,Kitchen,Sofa,Edwin Group,Yes
1016,2015,Consequatur,Kitchen,Chair,Natarajan Swamy,Unknown
1017,2016,Voluptas,Kitchen,Lamp,Badami Llc,No
1018,2017,A,Outdoor,Sofa,Hari Oommen,Unknown
1019,2018,Temporibus,Home,Chair,Chandra Plc,No
1020,2019,Aperiam,Office,Bed,"Mani, Padmanabhan And Prabhakar",Unknown
1021,2020,Eos,Office,Table,"Andra, Kata And Chada",No
1022,2021,Asperiores,Office,Chair,"Behl, Balakrishnan And Mahal",Unknown
1023,2022,Consectetur,Office,Bed,Saha Borah,Unknown
1024,2023,Eaque,Office,Desk,"Borah, Roy And Sandhu",Yes
1025,2024,Unde,Outdoor,Desk,"Din, Krishnan And Balay",No
1026,2025,Quod,Outdoor,Sofa,Nagar Parikh,Unknown
1027,2026,Totam,Office,Desk,Chaudhry Plc,No
1028,2027,Impedit,Office,Chair,Nayar Plc,Yes
1029,2028,Fuga,Outdoor,Sofa,Dutta Ltd,No
1030,2029,Aut,Office,Table,Batra Inc,Unknown
1031,2030,Nemo,Office,Unknown,Datta Kunda,Yes
1032,2031,Quae,Outdoor,Sofa,Palla Rout,Yes
1033,2032,Amet,Outdoor,Unknown,Babu Kulkarni,Unknown
1034,2033,Iste,Home,Table,Sawhney Ltd,Yes
1035,2034,Dolorem,Unknown,Desk,Ratta Group,Unknown
1036,2035,Vxluptatum,Unknown,Bed,Biswas Group,Yes
1037,2036,Voluptates,Kitchen,Chair,Bath Llc,Yes
1038,2037,Libero,Kitchen,Lamp,Gopal Patla,Unknown
1039,2038,Consequuntur,Outdoor,Lamp,"Bose, Pradhan And Kalita",Yes
1040,2039,Consectetur,Home,Unknown,Srivastava Gandhi,Unknown
1041,2040,Facere,Kitchen,Bed,Patel Pau,Yes
1042,2041,Autem,Home,Bed,"Ramanathan, Borde And Kala",No
1043,2042,Vuluptatibus,Office,Chair,"Basak, Sami And Date",Yes
1044,2043,Magnam,Outdoor,Lamp,Dhingra Kale,No
1045,2044,Qaos,Outdoor,Lamp,Lata Johal,Yes
1046,2045,Ratione,Kitchen,Chair,Purohit Gill,No
1047,2046,Repellat,Home,Chair,Dhar Shukla,No
1048,2047,Corporis,Outdoor,Lamp,Arora Loke,No
1049,2048,Facere,Home,Table,"Banik, Rege And Taneja",Yes
1050,2049,Qji,Office,Desk,Kalla Llc,Yes
1051,2050,Maiores,Outdoor,Unknown,Kumar And Sons,No
1052,2051,Repellat,Home,Unknown,"Cheema, Sagar And Balasubramanian",No
1053,2052,Unde,Office,Desk,"Agate, Yadav And Ravel",Unknown
1054,2053,In,Office,Lamp,Dhar Dora,Yes
1055,2054,Est,Office,Lamp,Rau Plc,Unknown
1056,2055,Quisquam,Office,Bed,"Choudhry, De And Kashyap",No
1057,2056,Aspernatur,Unknown,Table,"Pillai, Gulati And Basak",Unknown
1058,2057,Ut,Kitchen,Desk,"Jhaveri, Master And Dara",No
1059,2058,Minus,Outdoor,Table,Salvi Sibal,No
1060,2059,Quo,Office,Sofa,Sha Brahmbhatt,No
1061,2060,Expedita,Office,Desk,Dara Plc,Yes
1062,2061,Expedita,Unknown,Sofa,Bhasin Ltd,Yes
1063,2062,Commodi,Kitchen,Chair,"Sandal, Kuruvilla And Ganesan",No
1064,2063,Illo,Outdoor,Table,"Srivastava, Chander And Khurana",No
1065,2064,Enigendi,Kitchen,Sofa,"Datta, Nigam And Sheth",Yes
1066,2065,Consectetur,Home,Desk,De Ganesan,No
1067,2066,Reprehenderit,Kitchen,Desk,"Parmer, Manne And Singhal",No
1068,2067,Iste,Unknown,Lamp,Magar And Sons,No
1069,2068,Incidunt,Kitchen,Lamp,Sahni Saha,No
1070,2069,Beatae,Outdoor,Chair,Dhingra Kurian,Unknown
1071,2070,Voluptatum,Kitchen,Bed,Rai Buch,Unknown
1072,2071,Necessitatibus,Office,Desk,Manda Ltd,No
1073,2072,Ut,Office,Desk,"Shere, Kala And Rajagopalan",Yes
1074,2073,Quos,Home,Unknown,"More, Goyal And Loke",No
1075,2074,Praesentium,Kitchen,Sofa,Bhakta Inc,Unknown
1076,2075,Excepturi,Unknown,Sofa,"Bala, Thaman And Kohli",Yes
1077,2076,Soluta,Home,Desk,Vyas Group,Yes
1078,2077,Qqas,Home,Chair,Memon Tandon,Unknown
1079,2078,Voluptatum,Home,Unknown,Kakar Dutta,No
1080,2079,Sed,Outdoor,Sofa,"Bala, Goswami And Gala",Unknown
1081,2080,Lgbore,Outdoor,Table,Hora Sandhu,No
1082,2081,Voluptatibus,Outdoor,Bed,"Madan, Barad And Parmer",Yes
1083,2082,Cwpiditate,Office,Table,"Verma, Natt And Nair",Yes
1084,2083,Amet,Kitchen,Lamp,Chaudhari And Sons,No
1085,2084,Et,Unknown,Desk,Dey Suri,Yes
1086,2085,Iure,Home,Table,Ghose Gala,Yes
1087,2086,Mxnus,Kitchen,Bed,"Tailor, Arora And Bajaj",Yes
1088,2087,Eveniet,Home,Lamp,Rajagopalan Upadhyay,Yes
1089,2088,Aliquid,Kitchen,Lamp,"Edwin, Golla And Prabhakar",No
1090,2089,Ipsam,Unknown,Chair,Mital Goel,No
1091,2090,Esse,Office,Sofa,"Sahota, Ratti And Merchant",Yes
1092,2091,Ut,Outdoor,Bed,Talwar Ltd,Unknown
1093,2092,Sfluta,Outdoor,Chair,Parmer Plc,Unknown
1094,2093,Eius,Unknown,Desk,"Batra, Choudhry And Lall",No
1095,2094,Soluta,Office,Bed,"Puri, Kade And Oommen",No
1096,2095,Vitae,Office,Lamp,Merchant Inc,Unknown
1097,2096,Laboriosam,Outdoor,Unknown,Wable Bahri,Unknown
1098,2097,Facilis,Unknown,Unknown,Bhattacharyya Inc,Yes
1099,2098,Maiores,Unknown,Chair,"Kale, Boase And Gulati",Unknown
1100,2099,Suscipit,Office,Desk,Bawa Verma,No
1101,2100,Corrupti,Unknown,Table,"Dalal, Grewal And Rana",Unknown
1102,2101,Reprehenderit,Home,Table,Palla And Sons,Yes
1103,2102,Id,Home,Sofa,"Khosla, Batta And Balasubramanian",Unknown
1104,2103,Cum,Outdoor,Bed,"Manda, Khatri And Sanghvi",No
1105,2104,Est,Office,Unknown,Minhas Baria,Unknown
1106,2105,Iste,Office,Bed,Devi Plc,Yes
1107,2106,Suscipit,Unknown,Table,"Chaudhry, Lata And Din",No
1108,2107,Omnis,Home,Desk,Chokshi And Sons,No
1109,2108,Tempora,Outdoor,Chair,Bansal Sekhon,No
1110,2109,Id,Kitchen,Desk,Basak Ltd,Unknown
1111,2110,Ozcaecati,Outdoor,Chair,Srinivasan Group,No
1112,2111,Possimus,Home,Table,"Kashyap, Kadakia And Datta",Unknown
1113,2112,Non,Home,Bed,"Pai, Agate And Patla",No
1114,2113,Natus,Home,Lamp,Sinha De,Yes
1115,2114,Libero,Kitchen,Table,Upadhyay Plc,Unknown
1116,2115,Eaque,Home,Bed,Dugar Dyal,No
1117,2116,Velit,Unknown,Desk,"Nadkarni, Saraf And Shere",No
1118,2117,Molestias,Office,Lamp,"Loyal, Batta And Khalsa",No
1119,2118,Vzluptates,Home,Sofa,"Apte, Sridhar And Banerjee",No
1120,2119,Qui,Unknown,Table,"Das, Apte And Deshpande",Unknown
1121,2120,Facilis,Outdoor,Lamp,Chaudhary Soni,Yes
1122,2121,Necessitatibus,Office,Bed,"Butala, Mani And Bhatnagar",Unknown
1123,2122,Illum,Office,Unknown,Chana Sehgal,Yes
1124,2123,Impedit,Office,Lamp,Ahluwalia Mallick,Yes
1125,2124,Nisi,Home,Lamp,Lad Inc,Unknown
1126,2125,Mgiores,Outdoor,Lamp,Murthy Plc,Yes
1127,2126,Aliquam,Outdoor,Unknown,Khatri Shetty,Yes
1128,2127,Nemo,Office,Desk,"Narula, Prashad And Zachariah",Yes
1129,2128,Veritatis,Office,Table,Saha Chada,Unknown
1130,2129,Corporis,Office,Lamp,Chada Group,No
1131,2130,Culpa,Home,Lamp,Thaman Sridhar,No
1132,2131,At,Home,Bed,Sawhney Prabhakar,Unknown
1133,2132,Quisquam,Office,Bed,Barad Vyas,Yes
1134,2133,Neque,Home,Bed,Mohan Sawhney,No
1135,2134,Tempore,Outdoor,Desk,Majumdar Inc,No
1136,2135,Neque,Office,Chair,Tank Group,Yes
1137,2136,Explicabo,Office,Bed,"Chander, Patel And Swamy",Unknown
1138,2137,Possimus,Outdoor,Unknown,Wason Uppal,No
1139,2138,Blanditiis,Unknown,Sofa,"Verma, Choudhry And Natarajan",Yes
1140,2139,Consequatur,Kitchen,Unknown,"Parmer, Buch And Kapoor",Unknown
1141,2140,Distinctio,Unknown,Chair,Memon Plc,Unknown
1142,2141,Assumenda,Outdoor,Desk,Vora Lad,Yes
1143,2142,Pariatur,Office,Sofa,Rao Yadav,No
1144,2143,Tempore,Office,Bed,Borde Sem,Unknown
1145,2144,Qdi,Kitchen,Desk,Mall Plc,Unknown
1146,2145,A,Kitchen,Desk,"Chahal, Dhar And Kade",No
1147,2146,Ut,Kitchen,Chair,Bath Ltd,Unknown
1148,2147,Sint,Home,Unknown,Datta Inc,No
1149,2148,Iure,Outdoor,Bed,Chakraborty Joshi,Unknown
1150,2149,Rem,Unknown,Sofa,Balakrishnan Ltd,Unknown
1151,2150,Quia,Kitchen,Chair,"Palla, Sem And Raval",Yes
1152,2151,Voluptatum,Outdoor,Bed,Tella Ltd,Unknown
1153,2152,Deserunt,Office,Table,Sankar Inc,Yes
1154,2153,Ullam,Kitchen,Unknown,Comar Thaman,No
1155,2154,Nulla,Office,Sofa,Kaur Plc,Unknown
1156,2155,Accusamus,Outdoor,Bed,Panchal Kashyap,No
1157,2156,Error,Outdoor,Unknown,Venkataraman Ltd,Unknown
1158,2157,Sapiente,Home,Bed,Saraf Ltd,No
1159,2158,Consequuntur,Office,Table,"Prabhu, Kuruvilla And Rao",Unknown
1160,2159,Quas,Home,Bed,Chadha Misra,Yes
1161,2160,Rem,Home,Bed,"Gola, Tak And Korpal",Yes
1162,2161,Quisquam,Office,Table,"Manda, Varughese And Ranganathan",No
1163,2162,Iure,Home,Desk,"Bawa, Bava And Sur",Yes
1164,2163,Magnam,Home,Lamp,Gala Bajaj,No
1165,2164,Eum,Office,Sofa,Sachdeva Bhatia,Unknown
1166,2165,Eligendi,Outdoor,Unknown,"Buch, Dua And Pal",Unknown
1167,2166,Stnt,Home,Table,Balakrishnan Group,Unknown
1168,2167,Laboriosam,Kitchen,Lamp,Padmanabhan Nadkarni,Unknown
1169,2168,Sapiente,Home,Table,"Mody, Ratti And Pau",Yes
1170,2169,Cbmmodi,Outdoor,Desk,"Chad, Dutta And Manne",Yes
1171,2170,Exercitationem,Unknown,Bed,Prashad Group,Yes
1172,2171,Nbbis,Outdoor,Chair,Lal Group,Unknown
1173,2172,Alias,Office,Unknown,"Morar, Mandal And Apte",Yes
1174,2173,Magni,Home,Desk,"Edwin, Pradhan And Choudhry",Unknown
1175,2174,Tempora,Office,Sofa,Cherian Radhakrishnan,No
1176,2175,Itaque,Home,Sofa,"Mitter, Lanka And Dhingra",Unknown
1177,2176,Nihil,Outdoor,Table,"Khanna, Narula And Hayer",No
1178,2177,Placeat,Home,Unknown,"Babu, Banik And Bansal",Yes
1179,2178,Ullam,Unknown,Table,"Baria, Sibal And Rajagopalan",Unknown
1180,2179,Nulla,Home,Unknown,"Deshmukh, Vora And Bhandari",No
1181,2180,Deleniti,Kitchen,Unknown,Murthy Patel,Unknown
1182,2181,Non,Home,Sofa,Doctor Agrawal,No
1183,2182,Optio,Outdoor,Table,Pandit Tank,Yes
1184,2183,Culpa,Office,Table,Dhar Inc,Yes
1185,2184,Velit,Outdoor,Desk,"Manne, Saxena And Lalla",No
1186,2185,Quos,Outdoor,Chair,"Srivastava, Sangha And Krish",Unknown
1187,2186,Laborum,Unknown,Unknown,"Walla, Rege And Radhakrishnan",No
1188,2187,Ad,Kitchen,Lamp,"Chandran, Madan And Soman",No
1189,2188,Tempore,Home,Lamp,Parekh Brahmbhatt,No
1190,2189,Iusto,Office,Unknown,Ray Wagle,Yes
1191,2190,Ratione,Outdoor,Bed,Lal Peri,No
1192,2191,Debitis,Unknown,Bed,Patla Plc,Unknown
1193,2192,Aspernatur,Unknown,Desk,Dhar Manda,No
1194,2193,Quia,Home,Lamp,"Sridhar, Pant And Pant",Unknown
1195,2194,Eum,Unknown,Table,"Bhagat, Dara And Parmar",Unknown
1196,2195,Similique,Kitchen,Bed,Garde Dugar,Unknown
1197,2196,Cumque,Unknown,Chair,Amble Inc,Unknown
1198,2197,Ahiquam,Office,Lamp,"Shah, Dasgupta And Balan",No
1199,2198,Ab,Home,Chair,"Borah, Basak And Shere",Unknown
1200,2199,Eveniet,Kitchen,Sofa,Khalsa Plc,No
1201,2200,Ea,Home,Bed,Sridhar Balay,Yes
1202,2201,Excepturi,Office,Lamp,"Bal, Chaudhuri And Patla",No
1203,2202,Quia,Office,Sofa,"Chauhan, Dora And Gandhi",Yes
1204,2203,Adipisci,Outdoor,Chair,Lal Llc,Yes
1205,2204,Quod,Outdoor,Sofa,"Gour, Muni And Grover",Unknown
1206,2205,Rem,Office,Bed,"Bains, Kota And Mukherjee",No
1207,2206,Ipsum,Kitchen,Table,"Tak, Ravel And Seshadri",No
1208,2207,Consequuntur,Office,Desk,Walla And Sons,Yes
1209,2208,Exercitationem,Home,Bed,"Bahl, Dhingra And Radhakrishnan",Unknown
1210,2209,Autem,Office,Lamp,Varty Vaidya,Yes
1211,2210,Quasi,Outdoor,Bed,Dugar Viswanathan,Unknown
1212,2211,Accusamus,Kitchen,Sofa,"Mukhopadhyay, Jha And Seth",Yes
1213,2212,Vxniam,Office,Desk,"Sachar, Pandya And Mody",Unknown
1214,2213,Aliquid,Unknown,Lamp,"Mannan, Chander And Kashyap",No
1215,2214,Nihil,Kitchen,Desk,"Kapoor, Thaker And Talwar",No
1216,2215,Quas,Kitchen,Lamp,Sheth Ltd,Yes
1217,2216,Temporibus,Unknown,Sofa,"Dixit, Magar And Mohan",No
1218,2217,Nesciunt,Kitchen,Table,"Bahri, Mandal And Dyal",No
1219,2218,Aspernatur,Outdoor,Table,Dhaliwal Inc,Yes
1220,2219,Rerum,Office,Lamp,Vora Kashyap,No
1221,2220,Explicabo,Kitchen,Table,"Babu, Madan And Trivedi",Yes
1222,2221,Nulla,Kitchen,Unknown,Gera Inc,Yes
1223,2222,Debitis,Home,Unknown,"Chauhan, Kurian And Edwin",No
1224,2223,Error,Home,Desk,Bala Ltd,No
1225,2224,Quam,Outdoor,Lamp,"Garde, Baria And Palla",Unknown
1226,2225,Quo,Office,Table,Baria Sarkar,Yes
1227,2226,Voluptate,Home,Lamp,Ramesh Llc,Yes
1228,2227,Praesentium,Office,Desk,Dada Ltd,No
1229,2228,Incidunt,Office,Desk,Wason Ltd,No
1230,2229,Cupiditate,Kitchen,Desk,Toor Plc,Unknown
1231,2230,Odio,Office,Bed,"Modi, Kari And Chauhan",Unknown
1232,2231,Consequatur,Office,Sofa,Pall Plc,Unknown
1233,2232,Debitis,Home,Unknown,"Chander, Dhawan And Bawa",No
1234,2233,Veniam,Kitchen,Table,Mani Gokhale,Unknown
1235,2234,Beatae,Outdoor,Chair,"Ravel, Pandya And Bali",Unknown
1236,2235,Laudantium,Outdoor,Chair,"Sharaf, Ravi And Venkataraman",Yes
1237,2236,Provident,Home,Desk,"Dugal, Memon And Oak",Yes
1238,2237,Consequuntur,Unknown,Chair,Randhawa Inc,Yes
1239,2238,Culpa,Home,Lamp,Setty And Sons,Unknown
1240,2239,Culpa,Office,Desk,Rout Ltd,Unknown
1241,2240,Doloremque,Outdoor,Lamp,"Kaur, Malhotra And Nadig",Unknown
1242,2241,Autem,Unknown,Sofa,Bava Panchal,No
1243,2242,Nnmo,Home,Desk,"Sangha, Varkey And Madan",No
1244,2243,Quos,Outdoor,Desk,"Sankaran, Murty And Kala",No
1245,2244,Dolorem,Kitchen,Sofa,Srivastava Group,No
1246,2245,Nam,Home,Chair,"Chakrabarti, Uppal And Raval",Unknown
1247,2246,Quidem,Home,Chair,Kar Butala,No
1248,2247,Incidunt,Unknown,Bed,"Varughese, Pillai And Pall",No
1249,2248,Voluptatem,Outdoor,Lamp,Kant Ltd,Yes
1250,2249,Consequatur,Unknown,Lamp,Nagar Llc,Yes
1251,2250,Dqlorem,Kitchen,Sofa,"Morar, Garg And Bajwa",Unknown
1252,2251,Deserunt,Home,Bed,Lalla Murthy,Yes
1253,2252,Delectus,Home,Chair,"Dayal, Sem And Chandran",Unknown
1254,2253,Optio,Home,Table,Dhillon Ltd,Unknown
1255,2254,Qui,Home,Lamp,"Guha, Chaudhuri And Sami",Yes
1256,2255,Sunt,Outdoor,Lamp,"Loke, Sahota And Walla",Yes
1257,2256,Quisquam,Office,Bed,Batta Llc,Unknown
1258,2257,Similique,Office,Table,Dass Llc,Unknown
1259,2258,Quod,Outdoor,Sofa,Bora Dugar,Yes
1260,2259,Quia,Office,Table,Chakraborty Barad,No
1261,2260,Quasi,Kitchen,Chair,Maharaj And Sons,Unknown
1262,2261,Distinctio,Outdoor,Sofa,Pillay Srinivas,Yes
1263,2262,Ea,Office,Lamp,Sastry Inc,Yes
1264,2263,Recusandae,Home,Unknown,Gara Ltd,No
1265,2264,Voluptates,Outdoor,Bed,"Nagarajan, Karan And Garde",No
1266,2265,Aliquam,Office,Desk,Handa Devi,Yes
1267,2266,Vero,Kitchen,Chair,Bumb And Sons,No
1268,2267,Laborum,Outdoor,Bed,Raj Inc,Yes
1269,2268,Incidunt,Home,Table,"Halder, Ray And Chandra",No
1270,2269,Esse,Outdoor,Unknown,"Buch, Malhotra And Balasubramanian",Yes
1271,2270,Necessitatibus,Office,Sofa,Narain Inc,Unknown
1272,2271,Loudantium,Office,Sofa,Lata Thakkar,No
1273,2272,Illum,Home,Chair,Mukherjee Plc,No
1274,2273,Doloribus,Outdoor,Table,Lad Gara,Yes
1275,2274,Quidem,Office,Bed,Rau Ltd,No
1276,2275,Qaas,Kitchen,Desk,Sachdev And Sons,No
1277,2276,Eius,Kitchen,Bed,Morar Ltd,No
1278,2277,Esse,Office,Bed,Shanker Plc,Unknown
1279,2278,Recusandae,Outdoor,Sofa,Pandit Edwin,Unknown
1280,2279,Placeat,Kitchen,Bed,Basu Dada,Unknown
1281,2280,Vel,Outdoor,Bed,Prabhakar Ltd,Yes
1282,2281,Consequatur,Outdoor,Table,"Agate, Khurana And Balan",No
1283,2282,Qsae,Kitchen,Bed,Dasgupta Murty,Yes
1284,2283,Repellat,Office,Chair,Bahl Llc,Yes
1285,2284,Aspernatur,Unknown,Chair,Comar Pandya,No
1286,2285,Hic,Office,Table,Subramaniam Deshmukh,Unknown
1287,2286,Nulla,Kitchen,Bed,"D’Alia, Subramaniam And Singhal",No
1288,2287,Architecto,Home,Lamp,Bir Parmar,No
1289,2288,At,Unknown,Sofa,Chaudhari Kaul,Unknown
1290,2289,Iosa,Office,Table,Memon And Sons,No
1291,2290,Harum,Outdoor,Table,Mand Llc,Yes
1292,2291,Minus,Office,Lamp,Dhar Group,Unknown
1293,2292,Iwte,Office,Sofa,Patla Llc,No
1294,2293,Doloribus,Unknown,Desk,"Narayan, Konda And Palla",Yes
1295,2294,Veritatis,Outdoor,Lamp,Bandi Kohli,Unknown
1296,2295,Accusamus,Kitchen,Bed,Varughese Atwal,No
1297,2296,Id,Outdoor,Chair,"Sani, Issac And Chakrabarti",Unknown
1298,2297,Maiores,Home,Bed,"Krishnamurthy, Tella And Srinivas",No
1299,2298,Accusantium,Office,Table,"Chand, Reddy And Kurian",No
1300,2299,Vero,Outdoor,Table,"Gade, Dhar And Varty",Yes
1301,2300,Quae,Office,Sofa,Chacko Mohanty,Unknown
1302,2301,Molestiae,Home,Desk,Divan Chada,Yes
1303,2302,Velit,Office,Bed,Sehgal Karpe,Yes
1304,2303,Corporis,Kitchen,Sofa,"Mishra, Sankaran And Keer",No
1305,2304,Error,Kitchen,Table,"Varma, Arora And Malhotra",Unknown
1306,2305,Iusto,Kitchen,Unknown,Mannan Oak,Yes
1307,2306,Molestiae,Outdoor,Bed,Thaker Patla,No
1308,2307,Est,Office,Table,Palla Mander,Yes
1309,2308,Doloremque,Kitchen,Bed,Bath Ltd,Unknown
1310,2309,Veluptatum,Office,Table,"Loke, Dua And Chadha",Unknown
1311,2310,Modi,Unknown,Desk,"Bose, Bahl And Sachdeva",No
1312,2311,Voluptatum,Office,Chair,Kashyap Ltd,No
1313,2312,Natus,Office,Bed,"Randhawa, Dubey And Suresh",Yes
1314,2313,Reprehenderit,Kitchen,Bed,"Sant, Contractor And Bala",No
1315,2314,Cupiditate,Unknown,Lamp,"Sani, Korpal And Krishnamurthy",Yes
1316,2315,Totam,Outdoor,Sofa,Chandra Ltd,No
1317,2316,Ad,Office,Table,Anne Sampath,No
1318,2317,Voluptas,Outdoor,Desk,Soman Deshmukh,No
1319,2318,Porro,Outdoor,Chair,Deshmukh Inc,Unknown
1320,2319,Quibusdam,Kitchen,Sofa,"More, Kumar And Madan",No
1321,2320,Quisquam,Unknown,Chair,"Grewal, Keer And Shankar",Yes
1322,2321,Officia,Outdoor,Table,"Kapoor, Choudhry And Madan",Unknown
1323,2322,Ad,Office,Bed,Kibe Llc,Unknown
1324,2323,Rgm,Outdoor,Bed,Parikh Shukla,Yes
1325,2324,Debitis,Home,Lamp,Balasubramanian And Sons,No
1326,2325,Nihil,Outdoor,Desk,Sastry Gopal,No
1327,2326,Ex,Office,Unknown,Nagi Inc,Unknown
1328,2327,Occaecati,Unknown,Chair,Kala Inc,Yes
1329,2328,Voluptates,Kitchen,Lamp,Kumer Sant,Yes
1330,2329,Doloribus,Office,Unknown,Rajagopal Plc,Yes
1331,2330,Perferendis,Unknown,Unknown,Thaman And Sons,Yes
1332,2331,Delectus,Home,Unknown,Jha Lata,No
1333,2332,Dicta,Outdoor,Sofa,"Luthra, Sawhney And De",Yes
1334,2333,Nwhil,Unknown,Chair,Mody Llc,Unknown
1335,2334,Odficiis,Kitchen,Desk,Shroff Sani,Unknown
1336,2335,Asperiores,Outdoor,Bed,"More, Nayar And Basu",Unknown
1337,2336,Rerum,Office,Unknown,Dani Group,No
1338,2337,Nam,Office,Desk,Narayanan Srinivasan,No
1339,2338,Expedita,Outdoor,Sofa,Sachar Konda,Unknown
1340,2339,Perferendis,Outdoor,Table,Kannan Jaggi,Yes
1341,2340,Blanditiis,Kitchen,Bed,Chakraborty Magar,Yes
1342,2341,Earum,Office,Desk,Sundaram Llc,Unknown
1343,2342,Laboriosam,Office,Bed,Tank Dani,Yes
1344,2343,Ad,Kitchen,Chair,"Choudhury, Ravel And Bala",Unknown
1345,2344,Doloremque,Office,Unknown,"Varghese, Choudhury And Suresh",Unknown
1346,2345,Iesto,Outdoor,Desk,"Sanghvi, Chada And Khatri",Unknown
1347,2346,Pariatur,Outdoor,Bed,Soman Bobal,Unknown
